Text	POS	Dep	Head
et	CCONJ	cc	lire
de	ADP	mark	lire
lire	VERB	conj	hôtel
dans	ADP	case	journaux
les	DET	det	journaux
principaux	ADJ	amod	journaux
journaux	NOUN	obl:arg	lire
de	ADP	case	Londres
Londres	PROPN	nmod	journaux
le	DET	det	compte
compte	NOUN	obj	lire
rendu	VERB	acl	compte
in	DET	det	extenso
extenso	VERB	xcomp	rentrer
d'	ADP	case	mémoire
un	DET	det	mémoire
mémoire	NOUN	obl:arg	extenso
qu'	PRON	obj	présenté
il	PRON	nsubj	présenté
avait	AUX	aux:tense	présenté
présenté	VERB	acl:relcl	mémoire
l'	DET	det	avant-veille
avant-veille	PROPN	obj	présenté
au	ADP	case	Congrès
grand	ADJ	amod	Congrès
Congrès	NOUN	obl:mod	présenté
international	ADJ	amod	Congrès
d'	ADP	case	Hygiène
Hygiène	PROPN	nmod	Congrès
,	PUNCT	punct	présenté
sur	ADP	case	«
un	DET	det	«
«	NOUN	obl:mod	présenté
compte-globules	NOUN	appos	«
du	ADP	case	sang
sang	NOUN	nmod	compte-globules
»	PUNCT	flat:name	sang
dont	PRON	nmod	inventeur
il	PRON	nsubj	inventeur
était	AUX	cop	inventeur
l'	DET	det	inventeur
inventeur	NOUN	acl:relcl	sang
.	PUNCT	punct	sonnaient
Devant	ADP	case	lui
lui	PRON	nmod	plateau
,	PUNCT	punct	plateau
un	DET	det	plateau
plateau	NOUN	nsubj	recouvert
,	PUNCT	punct	recouvert
recouvert	NOUN	ROOT	recouvert
d'	ADP	case	blanche
une	DET	det	blanche
nappe	ADJ	amod	blanche
blanche	NOUN	nmod	recouvert
,	PUNCT	punct	contenait
contenait	VERB	parataxis	recouvert
une	DET	det	côtelette
côtelette	NOUN	obj	contenait
cuite	VERB	amod	côtelette
à	ADP	case	point
point	NOUN	obl:arg	cuite
,	PUNCT	punct	tasse
une	DET	det	tasse
tasse	NOUN	conj	recouvert
de	ADP	mark	thé
thé	PRON	nmod	tasse
fumant	VERB	acl	tasse
et	CCONJ	cc	unes
quelques	DET	det	unes
-	NOUN	nsubj	unes
unes	NOUN	conj	tasse
de	ADP	case	rôties
ces	DET	det	rôties
rôties	NOUN	nmod	unes
au	ADP	case	beurre
beurre	NOUN	nmod	rôties
que	SCONJ	mark	font
les	DET	det	cuisinières
cuisinières	NOUN	nsubj	font
anglaises	ADJ	amod	cuisinières
font	VERB	acl:relcl	tasse
à	ADP	case	merveille
merveille	ADJ	obl:arg	font
,	PUNCT	punct	font
grâce	NOUN	case	pains
aux	DET	det	pains
petits	ADJ	amod	pains
pains	NOUN	obl:mod	font
spéciaux	ADJ	amod	pains
que	SCONJ	mark	fournissent
les	DET	det	boulangers
boulangers	NOUN	nsubj	fournissent
leur	PRON	obj	fournissent
fournissent	VERB	acl:relcl	pains
.	PUNCT	punct	recouvert
«	NOUN	ROOT	«
Oui	PROPN	flat:name	«
,	PUNCT	punct	répétait
répétait	VERB	ROOT	répétait
-il	PRON	xcomp	répétait
,	PUNCT	punct	répétait
ces	DET	det	journaux
journaux	NOUN	nsubj	faits
du	ADP	case	Royaume
Royaume	PROPN	nmod	journaux
-	PROPN	nmod	journaux
Uni	PROPN	nmod	journaux
sont	AUX	cop	faits
vraiment	ADV	advmod	bien
très	ADV	advmod	bien
bien	ADV	advmod	faits
faits	NOUN	dep	répétait
,	PUNCT	punct	peut
on	PRON	nsubj	peut
ne	ADV	advmod	peut
peut	VERB	ROOT	peut
pas	ADV	advmod	peut
dire	VERB	xcomp	peut
le	DET	det	contraire
contraire	NOUN	obj	dire
!	PUNCT	punct	peut
...	PUNCT	ROOT	...
Le	DET	det	speech
speech	NOUN	obl:mod	saisi
du	ADP	case	vice-
vice-	NUM	dep	speech
président	NOUN	amod	vice-
,	PUNCT	punct	réponse
la	DET	det	réponse
réponse	NOUN	conj	speech
du	ADP	case	docteur
docteur	NOUN	nmod	réponse
Cicogna	PROPN	nmod	docteur
,	PUNCT	punct	Naples
de	ADP	case	Naples
Naples	PROPN	nmod	réponse
,	PUNCT	punct	saisi
les	DET	det	développements
développements	NOUN	nsubj	saisi
de	ADP	case	mémoire
mon	DET	det	mémoire
mémoire	NOUN	nmod	développements
,	PUNCT	punct	saisi
tout	ADV	advmod	saisi
y	PRON	fixed	tout
est	AUX	aux:tense	saisi
saisi	VERB	ROOT	saisi
au	ADP	case	vol
vol	NOUN	obl:arg	saisi
,	PUNCT	punct	saisi
pris	VERB	advcl	saisi
sur	ADP	case	fait
le	DET	det	fait
fait	NOUN	obl:arg	pris
,	PUNCT	punct	photographié
photographié	VERB	conj	saisi
.	PUNCT	punct	saisi
»	PUNCT	ROOT	»
«	NOUN	ROOT	«
La	DET	det	parole
parole	NOUN	nsubj	docteur
est	AUX	cop	docteur
au	ADP	case	docteur
docteur	NOUN	ROOT	docteur
Sarrasin	PROPN	flat:name	docteur
,	PUNCT	punct	Douai
de	ADP	case	Douai
Douai	PROPN	conj	docteur
.	PUNCT	punct	docteur
L'	DET	det	honorable
honorable	NOUN	nsubj	exprime
associé	VERB	acl	honorable
s'	PRON	expl:comp	exprime
exprime	VERB	ROOT	exprime
en	ADP	case	français
français	ADJ	obl:mod	exprime
.	PUNCT	punct	exprime
"	PUNCT	punct	excuseront
Mes	ADP	amod	auditeurs
auditeurs	NOUN	nsubj	excuseront
m'	PRON	iobj	excuseront
excuseront	VERB	ROOT	excuseront
,	PUNCT	punct	dit
dit	VERB	parataxis	excuseront
-il	PRON	dep	dit
en	ADP	case	débutant
débutant	ADV	obl:mod	dit
,	PUNCT	punct	excuseront
si	SCONJ	mark	prends
je	PRON	nsubj	prends
prends	VERB	ccomp	excuseront
cette	DET	det	liberté
liberté	NOUN	obj	prends
;	PUNCT	punct	excuseront
mais	CCONJ	cc	comprennent
ils	PRON	nsubj	comprennent
comprennent	VERB	advcl	assurément
assurément	VERB	ROOT	assurément
mieux	ADV	advmod	assurément
ma	DET	det	langue
langue	NOUN	obj	assurément
que	SCONJ	mark	saurais
je	PRON	nsubj	saurais
ne	ADV	advmod	saurais
saurais	VERB	acl:relcl	langue
parler	VERB	xcomp	saurais
la	DET	det	leur
leur	NOUN	obj	parler
...	PUNCT	punct	saurais
"	PUNCT	punct	saurais
»	PUNCT	punct	assurément
«	NOUN	ROOT	«
Cinq	NUM	nummod	colonnes
colonnes	NOUN	ROOT	colonnes
en	ADP	case	texte
petit	ADJ	amod	texte
texte	NOUN	nmod	colonnes
!	PUNCT	punct	sais
...	PUNCT	punct	sais
Je	PRON	nsubj	sais
ne	ADV	advmod	sais
sais	VERB	ROOT	sais
pas	ADV	advmod	sais
lequel	PRON	cc	vaut
vaut	VERB	conj	sais
mieux	ADV	advmod	vaut
du	ADP	case	compte
compte	NOUN	obl:arg	vaut
rendu	VERB	amod	compte
du	ADP	case	Times
Times	NOUN	nmod	compte
ou	CCONJ	cc	celui
de	ADP	case	celui
celui	PRON	conj	Times
du	ADP	case	Telegraph
Telegraph	PROPN	nmod	celui
...	PUNCT	punct	sais
On	PRON	nsubj	exact
n'	ADV	advmod	exact
est	AUX	cop	exact
pas	ADV	advmod	exact
plus	ADV	advmod	exact
exact	ADJ	ROOT	exact
et	CCONJ	cc	précis
plus	ADV	advmod	précis
précis	ADJ	conj	exact
!	PUNCT	punct	exact
»	PUNCT	ROOT	»
Le	DET	det	docteur
docteur	NOUN	nsubj	réflexions
Sarrasin	PROPN	flat:name	docteur
en	PRON	expl:comp	était
était	AUX	cop	réflexions
là	ADV	advmod	réflexions
de	ADP	case	réflexions
ses	DET	det	réflexions
réflexions	NOUN	ROOT	réflexions
,	PUNCT	punct	réflexions
lorsque	SCONJ	mark	maître
le	DET	det	maître
maître	NOUN	nmod	réflexions
des	ADP	case	cérémonies
cérémonies	NOUN	nmod	maître
lui-même	PRON	amod	cérémonies
--	PUNCT	punct	oserait
on	PRON	nsubj	oserait
n'	ADV	advmod	oserait
oserait	VERB	ROOT	oserait
donner	VERB	xcomp	oserait
un	DET	det	titre
moindre	ADJ	amod	titre
titre	NOUN	obj	donner
à	ADP	case	personnage
un	DET	det	personnage
personnage	NOUN	obl:arg	donner
si	SCONJ	mark	vêtu
correctement	ADV	advmod	vêtu
vêtu	VERB	advcl	oserait
de	ADP	case	noir
noir	NOUN	obl:arg	vêtu
--	PUNCT	punct	frappa
frappa	VERB	advcl	oserait
à	ADP	case	porte
la	DET	det	porte
porte	NOUN	obl:arg	frappa
et	CCONJ	cc	demanda
demanda	VERB	conj	frappa
si	SCONJ	mark	visible
«	NUM	nsubj	visible
monsiou	ADJ	amod	«
»	PUNCT	punct	visible
était	AUX	cop	visible
visible	ADJ	ccomp	demanda
...	PUNCT	punct	oserait
«	NOUN	ROOT	«
Monsiou	PROPN	flat:name	«
»	PUNCT	punct	«
est	AUX	cop	appellation
une	DET	det	appellation
appellation	NOUN	ROOT	appellation
générale	ADJ	amod	appellation
que	SCONJ	mark	obligés
les	DET	det	Anglais
Anglais	PROPN	nsubj	obligés
se	PRON	expl:comp	obligés
croient	VERB	aux:tense	obligés
obligés	VERB	dep	appellation
d'	ADP	mark	appliquer
appliquer	VERB	xcomp	obligés
à	ADP	case	Français
tous	ADJ	amod	Français
les	DET	det	Français
Français	NOUN	obl:arg	appliquer
indistinctement	VERB	advmod	obligés
,	PUNCT	punct	indistinctement
de	ADP	case	Herr
même	ADV	fixed	de
qu'	SCONJ	mark	imagineraient
ils	PRON	nsubj	imagineraient
s'	PRON	expl:comp	imagineraient
imagineraient	VERB	ccomp	de
manquer	VERB	xcomp	imagineraient
à	ADP	case	règles
toutes	ADJ	amod	règles
les	DET	det	règles
règles	NOUN	obl:mod	manquer
de	ADP	case	civilité
la	DET	det	civilité
civilité	NOUN	nmod	règles
en	ADP	mark	désignant
ne	ADV	advmod	désignant
désignant	VERB	acl	règles
pas	ADV	advmod	désignant
un	DET	det	Italien
Italien	NOUN	obj	désignant
sous	ADP	case	titre
le	DET	det	titre
titre	NOUN	obl:arg	désignant
de	ADP	case	«
«	PROPN	nmod	titre
Signor	PROPN	obl:arg	désignant
»	PUNCT	punct	désignant
et	CCONJ	cc	Allemand
un	DET	det	Allemand
Allemand	NOUN	conj	désignant
sous	ADP	case	celui
celui	PRON	obl:arg	désignant
de	ADP	case	«
«	NOUN	nmod	celui
Herr	PROPN	ROOT	Herr
»	PUNCT	punct	Herr
.	PUNCT	punct	Herr
Peut	ADV	advmod	raison
-	ADV	advmod	raison
être	ADV	advmod	raison
,	PUNCT	punct	raison
au	ADP	case	surplus
surplus	ADV	obl:mod	raison
,	PUNCT	punct	raison
ont	AUX	aux:tense	raison
-ils	PRON	nsubj	raison
raison	NOUN	ROOT	raison
.	PUNCT	punct	raison
Cette	DET	det	habitude
habitude	NOUN	nsubj	routinière
routinière	ADJ	nsubj	incontestablement
a	AUX	aux:tense	incontestablement
incontestablement	ADV	ROOT	incontestablement
l'	DET	det	avantage
avantage	NOUN	obj	incontestablement
d'	ADP	mark	indiquer
indiquer	VERB	acl	avantage
d'	DET	case	emblée
emblée	NOUN	obj	indiquer
la	DET	det	nationalité
nationalité	NOUN	obj	indiquer
des	ADP	case	gens
gens	NOUN	nmod	nationalité
.	PUNCT	punct	incontestablement
Le	DET	det	docteur
docteur	NOUN	nsubj	pris
Sarrasin	PROPN	flat:name	docteur
avait	AUX	aux:tense	pris
pris	VERB	ROOT	pris
la	DET	det	carte
carte	NOUN	obj	pris
qui	PRON	nsubj:pass	présentée
lui	PRON	iobj	présentée
était	AUX	aux:pass	présentée
présentée	VERB	acl:relcl	carte
.	PUNCT	punct	pris
Assez	ADV	advmod	étonné
étonné	VERB	advcl	lut
de	ADP	mark	recevoir
recevoir	VERB	xcomp	étonné
une	DET	det	visite
visite	NOUN	obj	recevoir
en	ADP	case	pays
un	DET	det	pays
pays	NOUN	nmod	visite
où	PRON	iobj	connaissait
il	PRON	nsubj	connaissait
ne	ADV	advmod	connaissait
connaissait	VERB	acl:relcl	pays
personne	VERB	advmod	connaissait
,	PUNCT	punct	lut
il	PRON	expl:subj	lut
le	PRON	expl:comp	lut
fut	AUX	cop	lut
plus	ADV	advmod	encore
encore	ADV	advmod	lut
lorsqu'	SCONJ	mark	lut
il	PRON	expl:subj	lut
lut	VERB	ROOT	lut
sur	ADP	case	carré
le	DET	det	carré
carré	NOUN	dep	lut
de	ADP	case	papier
papier	NOUN	nmod	carré
minuscule	ADJ	amod	papier
:	PUNCT	punct	lut
«	NOUN	ROOT	«
MR	PROPN	ROOT	MR
.	PUNCT	punct	MR
SHARP	NOUN	ROOT	SHARP
,	PUNCT	punct	solicitor
solicitor	ADJ	conj	SHARP
,	PUNCT	punct	solicitor
«	VERB	punct	SHARP
93	NUM	nummod	«
,	PUNCT	punct	Southampton
Southampton	PROPN	conj	93
row	VERB	acl	Southampton
«	NOUN	flat:foreign	Southampton
LONDON	PROPN	ROOT	LONDON
.	PUNCT	ROOT	.
»	PUNCT	ROOT	»
Il	PRON	nsubj	savait
savait	VERB	ROOT	savait
qu'	SCONJ	mark	congénère
un	DET	det	«
«	NOUN	nsubj	congénère
solicitor	ADJ	amod	«
»	PUNCT	punct	«
est	AUX	cop	congénère
le	DET	det	congénère
congénère	NOUN	dep	procureur
anglais	ADJ	acl	congénère
d'	ADP	case	avoué
un	DET	det	avoué
avoué	NOUN	obl:agent	anglais
,	PUNCT	punct	congénère
ou	CCONJ	cc	homme
plutôt	ADV	advmod	homme
homme	NOUN	conj	congénère
de	ADP	case	loi
loi	NOUN	nmod	homme
hybride	NOUN	parataxis	congénère
,	PUNCT	punct	congénère
intermédiaire	NOUN	dep	congénère
entre	ADP	case	notaire
le	DET	det	notaire
notaire	NOUN	nmod	intermédiaire
,	PUNCT	punct	avoué
l'	DET	det	avoué
avoué	NOUN	conj	notaire
et	CCONJ	cc	avocat
l'	DET	det	avocat
avocat	NOUN	conj	notaire
,	PUNCT	punct	notaire
--	PUNCT	punct	procureur
le	DET	det	procureur
procureur	NOUN	obj	savait
d'	ADP	case	autrefois
autrefois	NOUN	nmod	procureur
.	PUNCT	punct	savait
«	NUM	ROOT	«
Que	SCONJ	mark	diable
diable	NOUN	ROOT	diable
puis	CCONJ	cc	-je
-je	PRON	conj	diable
avoir	VERB	acl	diable
à	ADP	case	démêler
démêler	VERB	xcomp	avoir
avec	ADP	case	Mr.
Mr.	PROPN	obl:mod	avoir
Sharp	PROPN	flat:name	Mr.
?	PUNCT	punct	diable
se	PRON	expl:comp	demanda
demanda	VERB	ROOT	demanda
-t	PRON	dep	demanda
-il	PRON	dep	demanda
.	PUNCT	punct	demanda
Est	ADV	ROOT	Est
-ce	PRON	fixed	Est
que	SCONJ	mark	fait
je	PRON	nsubj	fait
me	PRON	iobj	fait
serais	AUX	aux:tense	fait
fait	VERB	ccomp	Est
sans	ADP	mark	songer
y	PRON	iobj	songer
songer	VERB	advcl	fait
une	DET	det	affaire
mauvaise	ADJ	amod	affaire
affaire	NOUN	obj	songer
?	PUNCT	punct	Est
...	PUNCT	ROOT	...
»	PUNCT	punct	...
«	NOUN	ROOT	«
Vous	PRON	dep	moi
êtes	AUX	cop	moi
bien	ADV	advmod	moi
sûr	ADJ	fixed	bien
que	SCONJ	mark	moi
c'	PRON	nsubj	moi
est	VERB	cop	moi
pour	ADP	case	moi
moi	PRON	ROOT	moi
?	PUNCT	punct	moi
reprit	VERB	ROOT	reprit
-il	PRON	dep	reprit
.	PUNCT	punct	reprit
--	PUNCT	punct	Oh
Oh	NOUN	ROOT	Oh
!	PUNCT	punct	Oh
yes	NOUN	ROOT	yes
,	PUNCT	punct	yes
monsiou	ADJ	advmod	yes
.	PUNCT	punct	yes
--	PUNCT	ROOT	--
Eh	PROPN	ROOT	Eh
bien	ADV	fixed	Eh
!	PUNCT	punct	Eh
faites	ADJ	ROOT	faites
entrer	VERB	xcomp	faites
.	PUNCT	punct	faites
»	PUNCT	ROOT	»
Le	DET	det	maître
maître	NOUN	ROOT	maître
des	ADP	case	cérémonies
cérémonies	NOUN	nmod	maître
introduisit	VERB	acl	cérémonies
un	DET	det	homme
homme	NOUN	nmod	maître
jeune	ADJ	amod	homme
encore	ADV	advmod	homme
,	PUNCT	punct	maître
que	SCONJ	mark	docteur
le	DET	det	docteur
docteur	NOUN	dep	,
,	PUNCT	punct	docteur
à	ADP	case	vue
première	ADJ	amod	vue
vue	NOUN	nmod	docteur
,	PUNCT	punct	vue
classa	ADJ	amod	vue
dans	ADP	case	famille
la	DET	det	famille
grande	ADJ	amod	famille
famille	NOUN	obl:mod	classa
des	ADP	case	«
«	NOUN	nmod	famille
têtes	ADJ	amod	«
de	ADP	case	mort
mort	NOUN	nmod	«
»	PUNCT	punct	vue
.	PUNCT	punct	maître
Ses	DET	det	minces
lèvres	NOUN	amod	minces
minces	NOUN	nsubj	temporales
ou	CCONJ	cc	desséchées
plutôt	ADV	advmod	desséchées
desséchées	NOUN	conj	minces
,	PUNCT	punct	minces
ses	DET	det	dents
longues	ADJ	amod	dents
dents	NOUN	dep	,
blanches	PROPN	nmod	dents
,	PUNCT	punct	minces
ses	DET	det	cavités
cavités	NOUN	amod	minces
temporales	ADJ	ROOT	temporales
presque	ADV	advmod	temporales
à	ADP	case	nu
nu	CCONJ	cc	peau
sous	ADP	case	peau
une	DET	det	peau
peau	NOUN	conj	temporales
parcheminée	ADJ	amod	peau
,	PUNCT	punct	teint
son	DET	det	teint
teint	NOUN	conj	peau
de	ADP	case	momie
momie	NOUN	nmod	teint
et	CCONJ	cc	yeux
ses	DET	det	yeux
petits	ADJ	amod	yeux
yeux	NOUN	conj	teint
gris	VERB	amod	yeux
au	ADP	case	regard
regard	NOUN	obl:arg	gris
de	ADP	case	vrille
vrille	ADJ	nmod	regard
lui	PRON	iobj	donnaient
donnaient	VERB	acl:relcl	teint
des	ADP	case	titres
titres	NOUN	obl:arg	donnaient
incontestables	ADJ	amod	titres
à	ADP	case	qualification
cette	DET	det	qualification
qualification	NOUN	obl:arg	donnaient
.	PUNCT	punct	temporales
Son	DET	det	squelette
squelette	NOUN	nsubj	disparaissait
disparaissait	VERB	ROOT	disparaissait
des	DET	det	talons
talons	NOUN	obj	disparaissait
à	ADP	case	occiput
l'	DET	det	occiput
occiput	NOUN	nmod	talons
sous	ADP	case	«
un	DET	det	«
«	NOUN	obl:mod	disparaissait
ulster	NOUN	xcomp	disparaissait
-	NOUN	ROOT	-
coat	NOUN	ROOT	coat
»	PUNCT	punct	coat
à	ADP	case	carreaux
grands	ADJ	amod	carreaux
carreaux	NOUN	nmod	coat
,	PUNCT	punct	coat
et	CCONJ	cc	serrait
dans	ADP	case	main
sa	DET	det	main
main	NOUN	obl:mod	serrait
il	PRON	nsubj	serrait
serrait	VERB	conj	coat
la	DET	det	poignée
poignée	NOUN	obj	serrait
d'	ADP	case	sac
un	DET	det	sac
sac	NOUN	nmod	poignée
de	ADP	case	voyage
voyage	NOUN	nmod	sac
en	ADP	case	cuir
cuir	NOUN	obl:mod	serrait
verni	ADJ	obl:mod	serrait
.	PUNCT	punct	coat
Ce	DET	det	personnage
personnage	NOUN	nsubj	assit
entra	ADJ	amod	personnage
,	PUNCT	punct	entra
salua	ADJ	amod	personnage
rapidement	ADV	advmod	salua
,	PUNCT	punct	salua
posa	ADJ	amod	personnage
à	ADP	case	terre
terre	NOUN	xcomp	posa
son	DET	det	sac
sac	NOUN	obj	posa
et	CCONJ	cc	chapeau
son	DET	det	chapeau
chapeau	NOUN	conj	posa
,	PUNCT	punct	assit
s'	PRON	expl:comp	assit
assit	VERB	ROOT	assit
sans	ADP	mark	demander
en	PRON	mark	demander
demander	VERB	xcomp	assit
la	DET	det	permission
permission	NOUN	obj	demander
et	CCONJ	cc	dit
dit	VERB	conj	permission
:	PUNCT	punct	assit
«	NUM	ROOT	«
William	PROPN	nmod	«
Henry	PROPN	ROOT	Henry
Sharp	NOUN	ROOT	Sharp
junior	ADJ	flat:name	Sharp
,	PUNCT	punct	Sharp
associé	VERB	acl	Sharp
de	ADP	case	maison
la	DET	det	maison
maison	NOUN	obl:arg	associé
Billows	PROPN	nmod	maison
,	PUNCT	punct	Green
Green	PROPN	conj	maison
,	PUNCT	punct	Sharp
Sharp	PROPN	conj	maison
&	CCONJ	cc	Co
Co	PROPN	conj	Sharp
.	PUNCT	punct	Sharp
C'	PRON	nsubj	docteur
est	AUX	cop	docteur
bien	ADV	advmod	est
au	ADP	case	docteur
docteur	NOUN	ROOT	docteur
Sarrasin	ADJ	amod	docteur
que	PRON	obj	ai
j'	PRON	nsubj	ai
ai	VERB	acl:relcl	docteur
l'	DET	det	honneur
honneur	NOUN	obj	ai
?	PUNCT	punct	docteur
...	PUNCT	ROOT	...
--	PUNCT	punct	Oui
Oui	PROPN	ROOT	Oui
,	PUNCT	punct	Oui
monsieur	NOUN	nmod	Oui
.	PUNCT	punct	Oui
--	PUNCT	punct	François
François	PROPN	ROOT	François
Sarrasin	PROPN	flat:name	François
?	PUNCT	punct	François
--	PUNCT	punct	effet
C'	PRON	nsubj	effet
est	AUX	cop	effet
en	ADP	case	effet
effet	NOUN	ROOT	effet
mon	DET	det	nom
nom	NOUN	obj	effet
.	PUNCT	punct	effet
--	PUNCT	punct	Douai
De	ADP	det	Douai
Douai	PROPN	ROOT	Douai
?	PUNCT	punct	Douai
--	PUNCT	punct	résidence
Douai	PROPN	nsubj	résidence
est	AUX	cop	résidence
ma	DET	det	résidence
résidence	NOUN	ROOT	résidence
.	PUNCT	punct	résidence
--	PUNCT	punct	appelait
Votre	DET	det	père
père	NOUN	nsubj	appelait
s'	PRON	expl:pass	appelait
appelait	VERB	ROOT	appelait
Isidore	NOUN	obj	appelait
Sarrasin	PROPN	flat:name	Isidore
?	PUNCT	punct	appelait
--	PUNCT	punct	exact
C'	PRON	expl:subj	exact
est	AUX	cop	exact
exact	VERB	ROOT	exact
.	PUNCT	punct	exact
--	PUNCT	nsubj	disons
Nous	PRON	nsubj	disons
disons	VERB	ROOT	disons
donc	ADV	advmod	disons
qu'	SCONJ	mark	appelait
il	PRON	nsubj	appelait
s'	PRON	expl:comp	appelait
appelait	VERB	ccomp	disons
Isidore	NOUN	obj	appelait
